id,table_id,embedding,content_text,content_type,metadata,created_at
f121c7f3-9d9f-412a-ae50-bfa720c7654f,table_10,"[-0.029289292,0.027951626,0.061811272,-0.014895458,-0.028132768,0.018615838,0.013557793,-0.007656739,0.008938668,-0.028146703,-0.05074767,-0.0025168308,0.03369244,0.03327442,-0.022099342,-0.011885712,0.095475845,0.013690166,-0.063929245,0.029261423,-0.02184853,0.0016938532,-0.054844268,-0.018685509,-0.04171843,0.028188504,0.04004635,0.0069252034,0.016149519,0.027951626,0.024760738,-0.037510358,0.011126308,0.008764493,-0.0034347337,-0.0073850257,0.014435636,0.05637701,-0.032744925,-0.04422655,0.03483503,-0.0045146197,-0.060362138,0.0093218535,-0.00019191923,0.051778786,-0.0294565,0.00022642768,-0.053980358,-0.023576347,-0.012491841,0.035838276,0.0017905204,-0.052921373,0.007614937,-0.03918244,-0.016302792,0.008235001,0.03227117,-0.04241513,-0.02636315,-0.03539239,-0.003964226,0.0026840388,0.012004151,0.004100083,-0.009098909,0.04745924,-0.009962818,-0.02834178,0.013160674,0.03469569,0.010784925,-0.015550356,0.0054098796,0.024300916,-0.021737058,-0.023046855,-0.05974904,-0.0013028301,-0.046288785,-0.011202945,-0.032299038,-0.04210858,-0.017835535,-0.03592188,-0.018337158,0.014073351,-0.053060714,4.849689e-05,-0.025819723,0.014080319,-0.023046855,0.0031403778,-0.02817457,-0.053200055,0.010993935,-0.032800663,0.0150626665,-0.022057539,-0.017347844,-0.030097464,-0.029818784,-0.026864773,0.0019072178,-0.0035671068,-0.0904596,0.005908021,0.007019258,-0.027993428,-0.01612165,-0.058857262,0.017696194,0.058968734,0.021319037,-0.046400256,0.020455128,-0.006893852,-0.028355712,-0.0028756314,-0.003748249,-0.008611219,0.022977185,-0.03338589,-0.018295357,0.012728719,0.0050406284,0.010896397,0.0063295243,-0.024746804,0.057854015,-0.053450868,0.029512236,-0.034221932,0.02310259,0.03734315,-0.021960001,-0.019897768,0.017069163,-0.0178216,0.029261423,0.040938124,0.026112337,0.0056711426,-0.03321868,-0.016107718,-0.008137463,0.019995306,0.0028564723,0.020441195,-0.02831391,-0.0014491371,0.006594271,-0.028481118,-0.02414764,-0.08711544,0.015926575,0.059526097,0.027422134,-0.055596706,-0.005190419,-0.047821525,0.023200128,0.005786098,-0.045647822,-0.023771424,0.009489061,0.015313478,-0.08483026,0.008444011,0.0031212184,-0.007573135,0.013042235,-0.018741244,0.033748176,-0.010150927,-0.01612165,0.007907552,-0.007858782,-0.039070968,0.021346904,0.019981371,-0.0041314345,-0.06097523,-0.005225254,-0.034054723,-0.0007789983,0.0017974875,0.02668363,-0.027672946,-0.012784455,0.008576384,0.04068731,-0.0031212184,0.016595406,-0.010387805,-0.008715724,0.011983249,0.04456097,-0.03399899,-0.022419823,-0.038903758,0.017501118,0.04143975,-0.04589863,0.001177424,-0.08382701,0.014797919,-0.003509629,-0.0026509457,0.04679041,0.014783986,-0.027589342,0.042526603,-0.060696553,0.029651575,-0.010548047,0.0039990614,-0.009893148,0.0071829828,-0.008032957,0.0024280015,-0.008903833,0.032912135,-0.04815594,0.032717057,-0.026112337,-0.01931254,0.012373402,-0.049354266,-0.0123943025,0.028787667,-0.015355281,-0.0070645437,-0.057798278,-0.010854594,0.01705523,-0.025847591,-0.024621397,0.026544292,0.003727348,0.017013427,-0.02710165,0.026126271,0.05442625,0.009997653,-0.0030167133,-0.080538586,0.022419823,0.00079206144,0.011286549,-0.010527145,-0.006319074,-0.047096957,-0.030766297,-0.02310259,0.0040965993,-0.042220052,0.0136692645,-0.002276469,-0.0012122589,0.022740306,-0.023520611,0.034138326,-0.03282853,0.034026854,0.033859648,-0.037705433,0.010729189,-0.024064038,-0.042777415,0.07100772,0.03397112,-0.0010032488,-0.020956753,0.013265179,0.029595839,-0.0027293244,-0.03213183,0.0058348672,-0.028383581,-0.030236805,-0.016400332,0.036423504,-0.002171964,0.03321868,0.050106704,0.032048225,0.023074722,-0.026391016,0.010736155,0.0012915087,-0.0096075,-0.026962312,-0.008862031,0.012498808,-0.031602338,0.025861524,0.008457945,-0.011836942,-0.01500693,0.0637063,0.006326041,0.01316764,0.024412388,-0.009266118,0.039656196,-0.0071969167,-0.055540968,-0.0042533567,-0.019298606,0.022001803,-0.019577285,-0.03321868,-0.0072108507,-0.0002151063,0.024036169,0.045647822,0.011774239,-0.051890258,0.013954912,-0.03029254,0.040325027,-0.055318024,-0.017445382,-0.0147143155,-0.01796094,0.026237743,0.036562845,-0.009628402,-0.032772794,-0.032159697,0.06242437,-0.011809074,-0.013718034,-0.041077465,0.039656196,-0.0016964659,0.010868529,0.010624683,0.028522922,0.0026735885,-0.006068262,0.0070297085,-0.034305535,-0.039377514,0.022573099,-0.0057930653,0.06086376,0.07173229,-0.00016056771,-0.028118834,-0.024537794,0.037231676,-0.026307413,-0.004441466,0.07786325,-0.044421628,-0.014909392,0.04230366,0.045285538,0.05930315,-0.003664645,0.013557793,0.004765432,0.009921016,-0.043223303,0.031630207,-0.0012192259,-0.019103529,0.04004635,0.008862031,0.016581474,-0.04088239,-0.02182066,0.0082768025,0.0147143155,0.008235001,0.03227117,0.019507615,0.053311527,-0.008889899,-0.019716626,0.009245217,0.020329723,0.008959569,-0.019340407,0.0786993,-0.03143513,-0.020914951,0.010666486,-0.016943758,-0.0054830336,-0.023283733,0.020566601,0.013606562,0.048267413,-0.007670673,0.01172547,-0.043167565,-0.005709461,-0.05579178,-0.0070958952,0.03987914,-0.05228041,0.043920003,0.0260148,-0.019493682,-0.016581474,-0.050496858,0.002522056,-0.041133203,0.039266042,-0.017487183,-0.025624646,-0.014338098,0.008464912,0.022656702,-0.062312897,0.03790051,-0.049270663,-0.038151324,-0.0073850257,-0.015452818,-0.03734315,0.04283315,-0.007928452,0.02254523,-0.01812815,-0.0376497,0.0520296,0.021932134,0.04681828,0.036479242,0.026962312,0.03394325,-0.054314777,-0.008430077,-0.028982744,0.0500231,-0.013515991,-0.024370585,-0.0134950895,-0.019800229,-0.069837265,-0.026140206,0.00087740726,0.014909392,-0.030766297,0.007594036,-0.0075383,0.007858782,-0.04581503,0.020162513,-0.010764023,0.009015305,0.0404365,-0.057296652,0.060640816,0.028843403,0.0603064,0.030236805,-0.01281929,-0.008722691,0.013606562,0.009614468,-0.045647822,-0.0060160095,0.019159265,0.004406631,-0.020789545,0.007378059,0.034333404,0.00015556018,0.037538227,0.01914533,-0.0023740071,-0.009732907,0.0022102825,-0.038011983,0.00025843235,0.015104468,-0.021165762,-0.03438914,0.040770918,0.088898994,-0.025345966,0.009781675,-0.041021727,0.0068485667,-0.035866145,-0.015271676,0.040492237,-0.01733391,-0.0016206997,-0.10121666,-0.0064409967,-0.016470002,-0.015174138,-0.00725962,0.0068555335,-0.015801169,-0.015578224,-0.049995232,0.07039463,0.022350153,-0.022991119,0.013836473,0.005563154,-0.03310721,-0.029261423,0.038541473,0.0030376145,0.0143659655,-0.0014735217,-0.010450508,-0.009231282,0.025136957,-0.00527054,-0.034584217,0.00046635393,-0.025805788,-0.021806728,0.020037107,0.016776549,0.017974874,0.017515052,-0.09313493,0.01170457,0.0036959965,-0.014094252,-0.029177818,-0.009433325,0.02070594,0.015104468,-0.004009512,-0.009300953,0.024788605,0.01363443,-0.016386397,0.012833225,-0.007141181,0.020176448,-0.015466752,0.013160674,0.027171321,0.027881956,0.018978123,-0.0039050067,0.014491372,0.019633021,-0.016929824,-0.011648834,0.009976752,-0.015689697,-0.00024819956,-0.025722185,0.01628886,-0.020064976,-0.020845281,-0.0015048732,0.019953504,0.0038597211,-0.014101219,0.0267115,0.0023931663,0.0084509775,0.030487616,0.010861562,-0.018253554,-0.076135434,0.008053859,-0.022447692,-0.058801528,-0.029205687,-0.015020864,0.018420763,0.01733391,0.013864341,-0.024997616,-0.0031229602,-0.012763554,0.053283658,0.030794164,-0.062257163,0.0044867517,0.049521476,-0.0032483663,-0.009391524,-0.0024245179,0.01726424,0.005988141,0.022085408,0.013439354,0.004619125,-0.005009277,0.016720813,-0.035754673,-0.010234531,0.012965597,0.005333243,-0.018769113,0.011558263,-0.008715724,-0.043920003,0.0322433,0.00397816,-0.013578694,-0.031240053,0.009718973,0.00760797,0.04581503,-0.023506677,-0.014672514,-0.016247056,0.02563858,-0.050218176,-0.010603783,-0.0077821454,-0.0066256225,-0.008806295,0.006242437,-0.0054342644,0.03536452,-0.027422134,0.011829975,-0.013132806,-0.011209912,-0.039767668,-0.023896828,-0.008311638,-0.00939849,-0.012080788,0.033162948,-0.011084506,0.030487616,0.06326041,-0.011000901,0.03383178,0.035169445,0.015898706,0.010325102,0.038708683,-0.030543352,0.028369647,0.013209443,-0.0022381505,-0.009781675,-0.0015057441,-0.0066674245,-0.00063661014,-0.02338127,-0.01472825,-0.006277272,0.014136055,-0.017292108,-0.018406829,0.004591257,-0.01391311,0.010847628,-0.006768446,0.0030846416,0.019744493,0.0065385345,0.022768173,-0.008471879,0.0057756477,-0.011370153,0.014853656,-0.023910763,0.026767235,-0.02042726,-0.005458649,-0.0011600064,0.0103947725,0.028411448,0.010534112,0.008534581,-0.034556348,0.0016659852,0.0022224747,0.018950256,-0.018392894,0.013954912,-0.014080319,-0.004897805,0.023088656,-0.0031490866,0.01761259,0.022238681,0.010812793,0.011816042,0.04224792,-0.013474189,-0.010868529,0.033023607,-0.015717564,0.007524366,0.021723123,-0.031630207,-0.005148617,0.030181069,0.007851815,-0.027450003,-0.007350191,0.00814443,0.0044379826,0.032354772,0.026446752,-0.02417551,0.0067579956,0.022740306,-0.04127254,0.013968846,-0.027951626,0.027993428,-0.010185762,-0.032661323,0.02556891,0.0055143847,-0.01810028,-0.017863402,-0.029289292,0.0026735885,-0.021096094,0.034221932,-0.024495991,-0.044087213,0.0045877732,0.014282362,0.042888887,0.009036207,0.017389646,0.0052775065,-0.02108216,0.0178216,-0.01584297,0.048824776,0.0093497215,-0.033748176,-0.01844863,-0.028369647,0.00746863,0.05046899,0.026613962,0.020469062,-0.0002736727,0.0010615975,-0.011453757,-0.045982238,-0.0027223574,0.012338567,-0.021165762,-0.020092845,-0.0066291057,-0.026293479,0.03029254,0.026976246,0.02668363,0.04720843,0.013056168,0.023395205,-0.009273085,0.004323027,-0.015787235,-0.03466782,-0.0041488516,-0.010952133,0.022587031,0.017737996,-0.016651142,-0.028355712,-0.016665077,0.010589848,0.022057539,-0.018225687,-0.022907514,0.013571727,-0.00040952928,0.0020273987,-0.01698556,-0.033915382,0.0065907873,0.038792286,-0.024189444,-0.025164824,-0.008646054,0.044978987,0.025541043,-0.0507198,-0.02973518,-0.018183885,0.0548164,-0.017166702,-0.010346003,0.022935383,0.010764023,-0.09575453,-0.029149951,-0.017779797,0.012429138,0.013585661,-0.013035268,0.01889452,0.02182066,0.013662298,0.00795632,0.005127716,0.034974366,-0.024412388,-0.017905204,0.028481118,0.02182066,0.038848024,0.011600064,0.030320408,-0.033051476,-0.016720813,-0.01924287,-0.01896419,0.028927008,-0....","Table 10: table 10 shuttle wet uncartoned unexpanded
ASRS Type: shuttle
System: wet
Protection: ceiling_only
Commodities: Uncartoned Unexpanded Plastic
Sprinkler Requirements: 160°F  sprinklers
Design Requirements: 6 height configurations with K-factors and pressure requirements
Special Conditions: {""system_type"":""wet_only"",""sprinkler_orientation"":""pendent_or_upright"",""temperature_rating"":""160F_70C"",""response_type"":""quick_or_standard"",""deflector_position"":""Maximum 13 inches below ceiling""}",table_summary,"{""file_name"": ""table-10-shuttle-wet-uncartoned-unexpanded.json"", ""processed_at"": ""2025-09-01T00:30:39.847Z"", ""embedding_model"": ""text-embedding-3-small""}",2025-09-01 00:30:39.907743
8878d3ce-bab9-478f-9884-450945f05517,table_11,"[-0.022489699,0.025019614,0.055378612,-0.025327118,-0.023915397,0.030303087,0.00046387623,-0.009889037,0.0030488288,-0.017891122,-0.038605686,0.001137414,0.030890139,0.034356542,-0.013082882,-0.010154609,0.0934252,0.00094085635,-0.06507895,0.027675329,-0.016060077,0.008861696,-0.046405096,-0.019610345,-0.025998035,0.03368563,0.032204017,0.019065225,0.027032366,0.0074569634,0.026249629,-0.03748749,0.007065595,0.011265815,-0.004081412,-0.009721308,0.009190165,0.054288372,-0.030638546,-0.03519519,0.013907551,-0.015808484,-0.06284256,0.010720695,-0.002526422,0.049368314,-0.032204017,0.0022328957,-0.051884253,-0.01713634,-0.02760544,0.030638546,0.016647128,-0.044112794,0.0065938565,-0.02957626,-0.013648968,0.005996321,0.026067922,-0.0415689,-0.034076996,-0.043525744,-0.00033327454,0.01636758,0.01871579,-0.0018083311,-0.018520106,0.04595782,-0.0031623954,-0.030414905,0.001603911,0.03231584,0.015780527,-0.024041194,-0.009413805,0.0141661335,-0.010133643,-0.030414905,-0.041708678,0.0002845719,-0.048389893,-0.017429866,-0.04246346,-0.029156936,-0.013851642,-0.037627265,-0.024781998,0.003934649,-0.041988224,-0.008218734,-0.03083423,0.013299532,-0.01102121,0.0037948745,-0.008826752,-0.051632658,0.009511647,-0.03684453,0.016325649,-0.012363045,-0.023132661,-0.033154484,-0.021175819,-0.027311916,0.00256486,0.0013802721,-0.09062971,0.0045706225,0.020868316,-0.033489943,-1.5888416e-05,-0.04545463,0.019079203,0.051632658,0.011915767,-0.038661595,0.02346812,-0.0057971426,-0.033294257,-0.0032707206,-0.022140263,-0.013292544,0.006646272,-0.032008335,-0.028276358,0.011314737,0.008938571,0.0014519064,0.0065204753,-0.019554436,0.073409505,-0.0636253,0.026501223,-0.019358752,0.02493575,0.04251937,-0.023146639,-0.031029914,0.03676066,0.0018450218,0.032287885,0.0452869,0.015025746,0.0051367087,-0.023691759,-0.027731238,-0.010958312,0.0050668214,0.023132661,0.00215602,-0.04274301,-0.0070201685,0.013264589,-0.02706032,-0.025089502,-0.07491907,0.01576655,0.061333,0.042267773,-0.05870524,-0.011769003,-0.04464394,0.019680234,0.0117061045,-0.05423246,-0.03061059,0.016269738,0.0027046343,-0.08979107,0.007442986,-0.0053219097,-0.014368807,0.014270965,-0.022601519,0.040953893,-0.007317189,0.0014457913,0.002281817,-0.010636831,-0.027577486,0.02777317,0.02597008,-0.006918832,-0.05330995,-0.004567128,-0.037627265,0.0032113164,-0.0016406018,0.016353603,-0.0233563,-0.011817924,0.0045426674,0.030694455,9.844266e-05,0.017667482,-0.019191023,-0.013614025,-0.0031554068,0.05412064,-0.026529178,-0.01320169,-0.017974986,0.014452672,0.0306665,-0.049759682,-0.0003020437,-0.073856786,-0.009364883,0.007394065,0.0077504897,0.052527215,0.0052065956,-0.032427657,0.05152084,-0.063793026,0.020267285,-0.0070201685,0.011538375,-0.008323564,0.0076736137,-0.009434771,-0.0005713278,-0.027689306,0.03038695,-0.029995583,0.036704753,-0.020448992,-0.018589994,0.004951508,-0.049843546,-0.0067965295,0.033909265,-0.010853481,-0.012418954,-0.043413922,-0.0051332144,0.020476947,-0.019708188,-0.029771945,0.027871013,0.003235777,0.023510052,-0.031085823,0.030247176,0.051604703,0.016060077,-0.011615251,-0.0791123,0.010650808,-0.007960151,-0.0024146026,-0.008092937,-0.019903872,-0.04660078,-0.038605686,-0.028486019,0.010664785,-0.042155955,0.019079203,0.011999631,-0.018562037,0.012992029,-0.021846736,0.019820008,-0.03930456,0.036313385,0.040031385,-0.036928393,0.014536536,-0.019847963,-0.0320922,0.060382534,0.043665517,-0.0018694823,-0.025872238,0.0071284934,0.020672632,-0.0025666072,-0.013299532,2.2167344e-05,-0.033294257,-0.022936976,-0.017527707,0.023677781,-0.006915338,0.029492395,0.057866596,0.027465666,0.023118684,-0.01762555,0.0037179987,-0.01473222,-0.006237432,-0.02576042,-0.017178271,0.021203775,-0.032399703,0.024809953,0.00069625117,-0.015473024,-0.019875918,0.07357723,0.008057993,0.009378862,-0.0076456587,-0.017695436,0.03994752,0.00016620048,-0.045258947,0.001672051,-0.024586314,0.024069149,-0.021483323,-0.039192736,0.022797203,0.011657184,0.02160912,0.040087294,0.015850415,-0.041065715,0.014760175,-0.029296711,0.023887442,-0.05473565,-0.006824484,-0.0179051,-0.012083496,0.029436486,0.035922017,0.0009836622,-0.03880137,-0.02771726,0.052778807,0.018030895,-0.0049410244,-0.03572633,0.055462476,-0.02258754,0.009197154,0.010811549,0.025914172,-0.004011525,-0.007027157,0.0020773967,-0.036537025,-0.048809215,0.024139035,0.0039066942,0.044168707,0.06289847,-0.002594562,-0.032763116,-0.008281632,0.029688079,-0.03404904,-0.0060102986,0.087219216,-0.044895533,-0.013774766,0.03656498,0.036033835,0.06670034,0.012838277,0.012698503,0.017863166,0.011007233,-0.04383325,0.029240802,-0.0025054559,-0.023887442,0.04425257,5.5745957e-05,0.017709415,-0.035558604,-0.023216525,0.0078063994,0.017667482,0.01724816,0.042603232,0.021343548,0.04780284,-0.008707944,-0.015221431,0.004490252,0.031672876,0.010965301,-0.01670304,0.06284256,-0.03290289,-0.024809953,0.00094172993,-0.016297692,-0.016381558,-0.021651052,0.02318857,0.010126654,0.016283715,-0.009190165,0.015542911,-0.033266302,-0.012915153,-0.043525744,-0.0019690716,0.035055414,-0.03256743,0.056999993,0.033517897,-0.010972289,-0.020421037,-0.045985773,-0.021832759,-0.032148108,0.037124075,-0.029212845,-0.022601519,-0.018226579,0.021259684,0.036089744,-0.060550265,0.038773414,-0.03835409,-0.022964932,-0.015514957,-0.028905343,-0.04005934,0.052639034,-0.0041198498,0.02187469,-0.0147461975,-0.04545463,0.042211864,0.017318046,0.038242273,0.04872535,0.019792052,0.04053457,-0.06787444,-0.012167361,-0.035754286,0.035642467,-0.018184647,-0.030219221,-0.008309587,-0.01380272,-0.0871074,-0.029017162,0.012363045,0.021846736,-0.030582635,-0.007090056,-0.008526238,0.006013793,-0.044448253,0.023635847,-0.018534083,0.010294383,0.051632658,-0.06513486,0.05864933,0.038661595,0.06999901,0.029380575,-0.016353603,-0.016842814,0.0051751467,0.015626777,-0.039891608,0.0125377625,0.0011706104,-0.0012352561,-0.028486019,0.016647128,0.030862184,-0.006667238,0.021706961,0.010035801,0.00021293754,-0.023775622,0.0028513975,-0.038997054,-0.0045461617,0.009574546,-0.01489995,-0.032623343,0.049536042,0.08716331,-0.018184647,0.023635847,-0.05741932,0.011314737,-0.02657111,-0.018086806,0.046461005,-0.017499752,-0.014396762,-0.08174006,-0.01249583,-0.00141871,-0.029324666,0.007226336,-0.0022905527,-0.027801124,-0.012258214,-0.055406567,0.069048546,0.016283715,-0.021203775,0.0054686726,5.6346547e-05,-0.03977979,-0.01467631,0.036313385,0.011426556,0.014508581,0.0023779117,-0.018883519,-0.0042701075,0.016409513,-0.010455124,-0.04894899,0.004252636,-0.01910716,-0.020616721,0.022182195,0.01680088,0.020938203,0.009267041,-0.10360077,0.004388916,-0.0023849003,-0.0137538,-0.027409757,-0.007939185,0.029660124,0.026836682,-0.0056993007,-0.00613959,0.027437711,-0.001457148,-0.024208924,0.02788499,-0.0042701075,0.029604215,-0.02160912,0.019987738,0.01380272,0.032287885,0.014082269,0.0015803241,0.010007846,0.010923368,-0.01042018,-0.013012995,0.01315277,-0.011209906,0.0016903965,-0.02706032,0.014858017,-0.02281118,-0.031337418,0.002671438,0.017262137,0.0069432925,-0.018855564,0.028905343,0.0026644492,0.008253678,0.00851226,0.0018240557,-0.011594285,-0.071229026,0.006649766,-0.02204242,-0.049955364,-0.029660124,-0.005625919,0.002643483,0.017108385,0.012425942,-0.02444654,-0.007575772,-0.00993097,0.045482583,0.03807454,-0.05582589,0.016018145,0.0444203,-0.008987493,-0.019680234,-0.010678763,0.020141488,-0.002475754,0.034775868,0.017108385,-0.0067965295,-0.0071704257,0.013851642,-0.031309463,-0.011328714,0.023705736,0.0033685626,-0.017779302,0.0040289965,0.0023185075,-0.03634134,0.040422752,-0.00452869,-0.016199851,-0.036313385,0.004864149,0.0056713456,0.03656498,-0.015584844,-0.01865988,-0.016060077,0.03709612,-0.04349779,-0.01347425,-0.011775992,0.0022294014,-0.020756496,0.013278566,-0.007764467,0.035866108,-0.03055468,0.008966527,-0.0053288983,-0.010734673,-0.052415393,-0.02307675,-0.015361205,-0.015081656,-0.008770843,0.027311916,-0.013572093,0.013467262,0.071340844,-0.008449362,0.03393722,0.02668293,0.016129963,0.0018292973,0.047299653,-0.02390142,0.030079447,0.0053987857,-0.0062444205,-0.016828835,0.0058146142,-0.013488228,-0.0072962227,-0.020225354,-0.0060172873,0.0047173854,0.018044872,-0.015165521,-0.002846156,0.00063378946,-0.015864393,-0.005297449,-0.0041198498,0.0027535553,0.01397045,0.010643819,0.03203629,-0.0100986995,0.028821478,-0.004563634,0.0051367087,-0.0169127,0.040450707,-0.026822705,-0.014438694,-0.00398357,0.007491907,0.019526482,0.010755639,0.003195592,-0.03731976,-0.00029090545,-0.0025963092,0.012258214,-0.018757723,0.010538989,-0.0121324165,-0.014718243,0.028961252,0.0013872607,0.013621014,0.022713337,0.0027815104,0.00736611,0.045818042,-0.023174593,-0.0064470936,0.032064244,-0.011685139,0.002051189,0.014634378,-0.021175819,0.0014422969,0.032204017,-0.0059439056,-0.0179051,-0.0076316814,0.008819764,0.002175239,0.028793523,0.024949728,-0.026808728,0.014424716,0.013579082,-0.039751835,0.008092937,-0.015696663,0.025285186,0.0014274459,-0.024432562,0.029771945,-0.0011522651,-0.014249998,-0.004011525,-0.02307675,-0.008393452,-0.0074569634,0.045845997,-0.018813632,-0.045370765,0.007219347,0.021203775,0.039108872,-0.0029702056,0.032707207,0.0152493855,-0.018058851,0.017835211,-0.016647128,0.041261397,-0.0060312646,-0.03340608,-0.029324666,-0.036425203,0.006663744,0.03594997,0.010280406,0.014382784,-0.0043784324,0.0049829567,-0.007275257,-0.03198038,-0.006827979,0.012404976,-0.025285186,-0.017178271,-0.0049410244,-0.026095878,0.031784695,0.024949728,0.023691759,0.042044137,0.006653261,0.017835211,-0.005908962,0.026501223,-0.011314737,-0.034328587,-0.0061046463,-0.00613959,0.023635847,0.022964932,-0.01413119,-0.03463609,-0.022839135,-0.0019673244,0.026906569,-0.022126285,-0.03572633,0.015724618,-0.011775992,-0.0019061732,-0.012083496,-0.045538496,0.0016921436,0.042100046,-0.025802352,-0.033238348,-0.012817311,0.04590191,0.032064244,-0.05107356,-0.020393083,-0.023132661,0.054903377,-0.005150686,-0.016493378,0.017709415,0.01659122,-0.09694751,-0.02472609,-0.023286412,0.0039591095,0.017122362,-0.005559526,0.01965228,0.031197643,0.016633151,-0.012544751,-0.0015331503,0.029017162,-0.025019614,-0.027451688,0.02100809,0.018016918,0.05048651,0.005266,0.01958239,-0.04506326,-0.017807256,-0.027661351,-0.01478813,0.024...","Table 11: table 11 shuttle dry uncartoned unexpanded
ASRS Type: shuttle
System: dry
Protection: ceiling_only
Commodities: Uncartoned Unexpanded Plastic
Sprinkler Requirements: 280°F  sprinklers
Design Requirements: 2 height configurations with K-factors and pressure requirements
Special Conditions: {""sprinkler_orientation"":""Only upright sprinklers permitted for dry systems"",""sprinkler_temperature_rating"":""280°F (140°C) nominally rated sprinklers required"",""water_delivery_time"":""Maximum 20 second",table_summary,"{""file_name"": ""table-11-shuttle-dry-uncartoned-unexpanded.json"", ""processed_at"": ""2025-09-01T00:30:40.646Z"", ""embedding_model"": ""text-embedding-3-small""}",2025-09-01 00:30:40.697543
